Date,StoreID,ProductID,QuantitySold,SalesPrice,HasPromotion,Category,ShelfLife,UnitPrice,Region,Size,FootfallCategory,Temperature,Rainfall,IsUnseasonablyWarm,CompetitorPriceIndex,PromoIntensity,DiscountPct,ExpectedUplift,DayOfWeek,IsWeekend,Month,Week,DayOfMonth,Lag7_Sales,Lag14_Sales,RollingMean7
2025-10-11,S010,SKU_BAN02,22,0.92,1,Bananas,7,1.229369993643326,London,Extra,Medium,13.8,3.7,0,1.0,0.0,0.25,1.3,5,1,10,41,11,15.0,21.0,17.857142857142858
2025-10-12,S010,SKU_BAN02,26,0.92,1,Bananas,7,1.229369993643326,London,Extra,Medium,17.0,3.8,0,1.0,0.0,0.25,1.3,6,1,10,41,12,14.0,25.0,19.571428571428573
2025-10-13,S010,SKU_BAN02,17,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,17.4,4.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,17.0,24.0,19.571428571428573
2025-10-14,S010,SKU_BAN02,12,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,17.3,1.4,0,1.0,0.0,0.0,0.0,1,0,10,42,14,19.0,25.0,18.571428571428573
2025-10-15,S010,SKU_BAN02,19,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,17.2,2.8,0,1.0,0.0,0.0,0.0,2,0,10,42,15,27.0,14.0,17.428571428571427
2025-10-16,S010,SKU_BAN02,24,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,17.1,2.1,0,1.0,0.0,0.0,0.0,3,0,10,42,16,15.0,24.0,18.714285714285715
2025-10-17,S010,SKU_BAN02,24,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,15.6,1.0,0,1.0,0.0,0.0,0.0,4,0,10,42,17,11.0,25.0,20.571428571428573
2025-10-18,S010,SKU_BAN02,23,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,14.2,5.6,0,1.0,0.0,0.0,0.0,5,1,10,42,18,22.0,15.0,20.714285714285715
2025-10-19,S010,SKU_BAN02,22,1.23,0,Bananas,7,1.229369993643326,London,Extra,Medium,14.5,2.0,0,1.0,0.0,0.0,0.0,6,1,10,42,19,26.0,14.0,20.142857142857142
2025-09-22,S010,SKU_BAN03,13,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,15.6,5.4,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,13.0
2025-09-23,S010,SKU_BAN03,16,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,19.0,1.5,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,14.5
2025-09-24,S010,SKU_BAN03,19,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,12.0,5.4,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,16.0
2025-09-25,S010,SKU_BAN03,19,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,14.2,0.0,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,16.75
2025-09-26,S010,SKU_BAN03,21,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,19.0,5.7,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,17.6
2025-09-27,S010,SKU_BAN03,20,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,19.8,3.8,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,18.0
2025-09-28,S010,SKU_BAN03,14,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,18.2,4.3,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,17.428571428571427
2025-09-29,S010,SKU_BAN03,13,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,18.5,2.4,0,1.0,0.0,0.25,1.3,0,0,9,40,29,13.0,,17.428571428571427
2025-09-30,S010,SKU_BAN03,18,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,17.2,1.9,0,1.0,0.0,0.25,1.3,1,0,9,40,30,16.0,,17.714285714285715
2025-10-01,S010,SKU_BAN03,18,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,15.5,1.6,0,1.0,0.0,0.25,1.3,2,0,10,40,1,19.0,,17.571428571428573
2025-10-02,S010,SKU_BAN03,24,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,13.6,1.9,0,1.0,0.0,0.25,1.3,3,0,10,40,2,19.0,,18.285714285714285
2025-10-03,S010,SKU_BAN03,18,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,15.0,0.3,0,1.0,0.0,0.25,1.3,4,0,10,40,3,21.0,,17.857142857142858
2025-10-04,S010,SKU_BAN03,32,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,17.4,5.1,0,1.0,0.0,0.25,1.3,5,1,10,40,4,20.0,,19.571428571428573
2025-10-05,S010,SKU_BAN03,19,0.92,1,Bananas,7,1.22113319232162,London,Extra,Medium,18.8,0.6,0,1.0,0.0,0.25,1.3,6,1,10,40,5,14.0,,20.285714285714285
2025-10-06,S010,SKU_BAN03,26,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,15.0,3.4,0,1.0,0.0,0.0,0.0,0,0,10,41,6,13.0,13.0,22.142857142857142
2025-10-07,S010,SKU_BAN03,17,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,15.0,1.7,0,1.0,0.0,0.0,0.0,1,0,10,41,7,18.0,16.0,22.0
2025-10-08,S010,SKU_BAN03,21,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,18.1,0.5,0,1.0,0.0,0.0,0.0,2,0,10,41,8,18.0,19.0,22.428571428571427
2025-10-09,S010,SKU_BAN03,24,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.2,0.0,0,1.0,0.0,0.0,0.0,3,0,10,41,9,24.0,19.0,22.428571428571427
2025-10-10,S010,SKU_BAN03,14,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,15.8,2.5,0,1.0,0.0,0.0,0.0,4,0,10,41,10,18.0,21.0,21.857142857142858
2025-10-11,S010,SKU_BAN03,23,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,13.8,3.7,0,1.0,0.0,0.0,0.0,5,1,10,41,11,32.0,20.0,20.571428571428573
2025-10-12,S010,SKU_BAN03,20,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.0,3.8,0,1.0,0.0,0.0,0.0,6,1,10,41,12,19.0,14.0,20.714285714285715
2025-10-13,S010,SKU_BAN03,18,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.4,4.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,26.0,13.0,19.571428571428573
2025-10-14,S010,SKU_BAN03,19,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.3,1.4,0,1.0,0.0,0.0,0.0,1,0,10,42,14,17.0,18.0,19.857142857142858
2025-10-15,S010,SKU_BAN03,19,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.2,2.8,0,1.0,0.0,0.0,0.0,2,0,10,42,15,21.0,18.0,19.571428571428573
2025-10-16,S010,SKU_BAN03,28,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,17.1,2.1,0,1.0,0.0,0.0,0.0,3,0,10,42,16,24.0,24.0,20.142857142857142
2025-10-17,S010,SKU_BAN03,22,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,15.6,1.0,0,1.0,0.0,0.0,0.0,4,0,10,42,17,14.0,18.0,21.285714285714285
2025-10-18,S010,SKU_BAN03,21,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,14.2,5.6,0,1.0,0.0,0.0,0.0,5,1,10,42,18,23.0,32.0,21.0
2025-10-19,S010,SKU_BAN03,19,1.22,0,Bananas,7,1.22113319232162,London,Extra,Medium,14.5,2.0,0,1.0,0.0,0.0,0.0,6,1,10,42,19,20.0,19.0,20.857142857142858
2025-09-22,S010,SKU_BAN04,26,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,15.6,5.4,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,26.0
2025-09-23,S010,SKU_BAN04,18,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,19.0,1.5,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,22.0
2025-09-24,S010,SKU_BAN04,17,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,12.0,5.4,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,20.333333333333332
2025-09-25,S010,SKU_BAN04,15,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,14.2,0.0,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,19.0
2025-09-26,S010,SKU_BAN04,28,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,19.0,5.7,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,20.8
2025-09-27,S010,SKU_BAN04,18,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,19.8,3.8,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,20.333333333333332
2025-09-28,S010,SKU_BAN04,26,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,18.2,4.3,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,21.142857142857142
2025-09-29,S010,SKU_BAN04,16,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,18.5,2.4,0,1.0,0.0,0.2,1.3,0,0,9,40,29,26.0,,19.714285714285715
2025-09-30,S010,SKU_BAN04,20,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,17.2,1.9,0,1.0,0.0,0.2,1.3,1,0,9,40,30,18.0,,20.0
2025-10-01,S010,SKU_BAN04,19,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,15.5,1.6,0,1.0,0.0,0.2,1.3,2,0,10,40,1,17.0,,20.285714285714285
2025-10-02,S010,SKU_BAN04,17,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,13.6,1.9,0,1.0,0.0,0.2,1.3,3,0,10,40,2,15.0,,20.571428571428573
2025-10-03,S010,SKU_BAN04,24,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,15.0,0.3,0,1.0,0.0,0.2,1.3,4,0,10,40,3,28.0,,20.0
2025-10-04,S010,SKU_BAN04,21,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,17.4,5.1,0,1.0,0.0,0.2,1.3,5,1,10,40,4,18.0,,20.428571428571427
2025-10-05,S010,SKU_BAN04,25,0.85,1,Bananas,7,1.063568186673161,London,Extra,Medium,18.8,0.6,0,1.0,0.0,0.2,1.3,6,1,10,40,5,26.0,,20.285714285714285
2025-10-06,S010,SKU_BAN04,19,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,15.0,3.4,0,1.0,0.0,0.0,0.0,0,0,10,41,6,16.0,26.0,20.714285714285715
2025-10-07,S010,SKU_BAN04,25,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,15.0,1.7,0,1.0,0.0,0.0,0.0,1,0,10,41,7,20.0,18.0,21.428571428571427
2025-10-08,S010,SKU_BAN04,10,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,18.1,0.5,0,1.0,0.0,0.0,0.0,2,0,10,41,8,19.0,17.0,20.142857142857142
2025-10-09,S010,SKU_BAN04,23,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.2,0.0,0,1.0,0.0,0.0,0.0,3,0,10,41,9,17.0,15.0,21.0
2025-10-10,S010,SKU_BAN04,26,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,15.8,2.5,0,1.0,0.0,0.0,0.0,4,0,10,41,10,24.0,28.0,21.285714285714285
2025-10-11,S010,SKU_BAN04,23,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,13.8,3.7,0,1.0,0.0,0.0,0.0,5,1,10,41,11,21.0,18.0,21.571428571428573
2025-10-12,S010,SKU_BAN04,25,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.0,3.8,0,1.0,0.0,0.0,0.0,6,1,10,41,12,25.0,26.0,21.571428571428573
2025-10-13,S010,SKU_BAN04,22,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.4,4.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,19.0,16.0,22.0
2025-10-14,S010,SKU_BAN04,22,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.3,1.4,0,1.0,0.0,0.0,0.0,1,0,10,42,14,25.0,20.0,21.571428571428573
2025-10-15,S010,SKU_BAN04,23,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.2,2.8,0,1.0,0.0,0.0,0.0,2,0,10,42,15,10.0,19.0,23.428571428571427
2025-10-16,S010,SKU_BAN04,12,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,17.1,2.1,0,1.0,0.0,0.0,0.0,3,0,10,42,16,23.0,17.0,21.857142857142858
2025-10-17,S010,SKU_BAN04,21,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,15.6,1.0,0,1.0,0.0,0.0,0.0,4,0,10,42,17,26.0,24.0,21.142857142857142
2025-10-18,S010,SKU_BAN04,23,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,14.2,5.6,0,1.0,0.0,0.0,0.0,5,1,10,42,18,23.0,21.0,21.142857142857142
2025-10-19,S010,SKU_BAN04,21,1.06,0,Bananas,7,1.063568186673161,London,Extra,Medium,14.5,2.0,0,1.0,0.0,0.0,0.0,6,1,10,42,19,25.0,25.0,20.571428571428573
2025-09-22,S010,SKU_BER01,10,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.6,5.4,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,10.0
2025-09-23,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,19.0,1.5,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,10.5
2025-09-24,S010,SKU_BER01,9,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,12.0,5.4,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,10.0
2025-09-25,S010,SKU_BER01,15,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,14.2,0.0,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,11.25
2025-09-26,S010,SKU_BER01,8,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,19.0,5.7,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,10.6
2025-09-27,S010,SKU_BER01,6,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,19.8,3.8,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,9.833333333333334
2025-09-28,S010,SKU_BER01,15,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,18.2,4.3,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,10.571428571428571
2025-09-29,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,18.5,2.4,0,1.0,0.0,0.0,0.0,0,0,9,40,29,10.0,,10.714285714285714
2025-09-30,S010,SKU_BER01,14,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.2,1.9,0,1.0,0.0,0.0,0.0,1,0,9,40,30,11.0,,11.142857142857142
2025-10-01,S010,SKU_BER01,4,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.5,1.6,0,1.0,0.0,0.0,0.0,2,0,10,40,1,9.0,,10.428571428571429
2025-10-02,S010,SKU_BER01,15,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,13.6,1.9,0,1.0,0.0,0.0,0.0,3,0,10,40,2,15.0,,10.428571428571429
2025-10-03,S010,SKU_BER01,14,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.0,0.3,0,1.0,0.0,0.0,0.0,4,0,10,40,3,8.0,,11.285714285714286
2025-10-04,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.4,5.1,0,1.0,0.0,0.0,0.0,5,1,10,40,4,6.0,,12.0
2025-10-05,S010,SKU_BER01,16,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,18.8,0.6,0,1.0,0.0,0.0,0.0,6,1,10,40,5,15.0,,12.142857142857142
2025-10-06,S010,SKU_BER01,17,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.0,3.4,0,1.0,0.0,0.0,0.0,0,0,10,41,6,11.0,10.0,13.0
2025-10-07,S010,SKU_BER01,8,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.0,1.7,0,1.0,0.0,0.0,0.0,1,0,10,41,7,14.0,11.0,12.142857142857142
2025-10-08,S010,SKU_BER01,14,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,18.1,0.5,0,1.0,0.0,0.0,0.0,2,0,10,41,8,4.0,9.0,13.571428571428571
2025-10-09,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.2,0.0,0,1.0,0.0,0.0,0.0,3,0,10,41,9,15.0,15.0,13.0
2025-10-10,S010,SKU_BER01,19,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.8,2.5,0,1.0,0.0,0.0,0.0,4,0,10,41,10,14.0,8.0,13.714285714285714
2025-10-11,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,13.8,3.7,0,1.0,0.0,0.0,0.0,5,1,10,41,11,11.0,6.0,13.714285714285714
2025-10-12,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.0,3.8,0,1.0,0.0,0.0,0.0,6,1,10,41,12,16.0,15.0,13.0
2025-10-13,S010,SKU_BER01,9,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.4,4.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,17.0,11.0,11.857142857142858
2025-10-14,S010,SKU_BER01,11,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.3,1.4,0,1.0,0.0,0.0,0.0,1,0,10,42,14,8.0,14.0,12.285714285714286
2025-10-15,S010,SKU_BER01,8,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.2,2.8,0,1.0,0.0,0.0,0.0,2,0,10,42,15,14.0,4.0,11.428571428571429
2025-10-16,S010,SKU_BER01,15,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,17.1,2.1,0,1.0,0.0,0.0,0.0,3,0,10,42,16,11.0,15.0,12.0
2025-10-17,S010,SKU_BER01,12,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,15.6,1.0,0,1.0,0.0,0.0,0.0,4,0,10,42,17,19.0,14.0,11.0
2025-10-18,S010,SKU_BER01,10,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,14.2,5.6,0,1.0,0.0,0.0,0.0,5,1,10,42,18,11.0,11.0,10.857142857142858
2025-10-19,S010,SKU_BER01,6,2.56,0,Berries,5,2.555269907953647,London,Extra,Medium,14.5,2.0,0,1.0,0.0,0.0,0.0,6,1,10,42,19,11.0,16.0,10.142857142857142
2025-09-22,S010,SKU_BER02,10,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.6,5.4,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,10.0
2025-09-23,S010,SKU_BER02,5,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,19.0,1.5,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,7.5
2025-09-24,S010,SKU_BER02,15,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,12.0,5.4,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,10.0
2025-09-25,S010,SKU_BER02,4,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,14.2,0.0,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,8.5
2025-09-26,S010,SKU_BER02,5,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,19.0,5.7,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,7.8
2025-09-27,S010,SKU_BER02,6,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,19.8,3.8,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,7.5
2025-09-28,S010,SKU_BER02,12,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,18.2,4.3,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,8.142857142857142
2025-09-29,S010,SKU_BER02,10,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,18.5,2.4,0,1.0,0.0,0.0,0.0,0,0,9,40,29,10.0,,8.142857142857142
2025-09-30,S010,SKU_BER02,16,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.2,1.9,0,1.0,0.0,0.0,0.0,1,0,9,40,30,5.0,,9.714285714285714
2025-10-01,S010,SKU_BER02,15,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.5,1.6,0,1.0,0.0,0.0,0.0,2,0,10,40,1,15.0,,9.714285714285714
2025-10-02,S010,SKU_BER02,20,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,13.6,1.9,0,1.0,0.0,0.0,0.0,3,0,10,40,2,4.0,,12.0
2025-10-03,S010,SKU_BER02,16,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.0,0.3,0,1.0,0.0,0.0,0.0,4,0,10,40,3,5.0,,13.571428571428571
2025-10-04,S010,SKU_BER02,6,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.4,5.1,0,1.0,0.0,0.0,0.0,5,1,10,40,4,6.0,,13.571428571428571
2025-10-05,S010,SKU_BER02,19,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,18.8,0.6,0,1.0,0.0,0.0,0.0,6,1,10,40,5,12.0,,14.571428571428571
2025-10-06,S010,SKU_BER02,8,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.0,3.4,0,1.0,0.0,0.0,0.0,0,0,10,41,6,10.0,10.0,14.285714285714286
2025-10-07,S010,SKU_BER02,10,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.0,1.7,0,1.0,0.0,0.0,0.0,1,0,10,41,7,16.0,5.0,13.428571428571429
2025-10-08,S010,SKU_BER02,13,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,18.1,0.5,0,1.0,0.0,0.0,0.0,2,0,10,41,8,15.0,15.0,13.142857142857142
2025-10-09,S010,SKU_BER02,12,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.2,0.0,0,1.0,0.0,0.0,0.0,3,0,10,41,9,20.0,4.0,12.0
2025-10-10,S010,SKU_BER02,6,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.8,2.5,0,1.0,0.0,0.0,0.0,4,0,10,41,10,16.0,5.0,10.571428571428571
2025-10-11,S010,SKU_BER02,7,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,13.8,3.7,0,1.0,0.0,0.0,0.0,5,1,10,41,11,6.0,6.0,10.714285714285714
2025-10-12,S010,SKU_BER02,15,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.0,3.8,0,1.0,0.0,0.0,0.0,6,1,10,41,12,19.0,12.0,10.142857142857142
2025-10-13,S010,SKU_BER02,12,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.4,4.0,0,1.0,0.0,0.0,0.0,0,0,10,42,13,8.0,10.0,10.714285714285714
2025-10-14,S010,SKU_BER02,13,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.3,1.4,0,1.0,0.0,0.0,0.0,1,0,10,42,14,10.0,16.0,11.142857142857142
2025-10-15,S010,SKU_BER02,15,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.2,2.8,0,1.0,0.0,0.0,0.0,2,0,10,42,15,13.0,15.0,11.428571428571429
2025-10-16,S010,SKU_BER02,16,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,17.1,2.1,0,1.0,0.0,0.0,0.0,3,0,10,42,16,12.0,20.0,12.0
2025-10-17,S010,SKU_BER02,9,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,15.6,1.0,0,1.0,0.0,0.0,0.0,4,0,10,42,17,6.0,16.0,12.428571428571429
2025-10-18,S010,SKU_BER02,21,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,14.2,5.6,0,1.0,0.0,0.0,0.0,5,1,10,42,18,7.0,6.0,14.428571428571429
2025-10-19,S010,SKU_BER02,11,2.39,0,Berries,5,2.386611470453434,London,Extra,Medium,14.5,2.0,0,1.0,0.0,0.0,0.0,6,1,10,42,19,15.0,19.0,13.857142857142858
2025-09-22,S010,SKU_BER03,17,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,15.6,5.4,0,1.0,0.0,0.0,0.0,0,0,9,39,22,,,17.0
2025-09-23,S010,SKU_BER03,11,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,19.0,1.5,0,1.0,0.0,0.0,0.0,1,0,9,39,23,,,14.0
2025-09-24,S010,SKU_BER03,17,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,12.0,5.4,0,1.0,0.0,0.0,0.0,2,0,9,39,24,,,15.0
2025-09-25,S010,SKU_BER03,15,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,14.2,0.0,0,1.0,0.0,0.0,0.0,3,0,9,39,25,,,15.0
2025-09-26,S010,SKU_BER03,11,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,19.0,5.7,0,1.0,0.0,0.0,0.0,4,0,9,39,26,,,14.2
2025-09-27,S010,SKU_BER03,15,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,19.8,3.8,0,1.0,0.0,0.0,0.0,5,1,9,39,27,,,14.333333333333334
2025-09-28,S010,SKU_BER03,12,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,18.2,4.3,0,1.0,0.0,0.0,0.0,6,1,9,39,28,,,14.0
2025-09-29,S010,SKU_BER03,17,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,18.5,2.4,0,1.0,0.0,0.0,0.0,0,0,9,40,29,17.0,,14.0
2025-09-30,S010,SKU_BER03,8,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,17.2,1.9,0,1.0,0.0,0.0,0.0,1,0,9,40,30,11.0,,13.571428571428571
2025-10-01,S010,SKU_BER03,12,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,15.5,1.6,0,1.0,0.0,0.0,0.0,2,0,10,40,1,17.0,,12.857142857142858
2025-10-02,S010,SKU_BER03,14,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,13.6,1.9,0,1.0,0.0,0.0,0.0,3,0,10,40,2,15.0,,12.714285714285714
2025-10-03,S010,SKU_BER03,12,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,15.0,0.3,0,1.0,0.0,0.0,0.0,4,0,10,40,3,11.0,,12.857142857142858
2025-10-04,S010,SKU_BER03,9,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,17.4,5.1,0,1.0,0.0,0.0,0.0,5,1,10,40,4,15.0,,12.0
2025-10-05,S010,SKU_BER03,12,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,18.8,0.6,0,1.0,0.0,0.0,0.0,6,1,10,40,5,12.0,,12.0
2025-10-06,S010,SKU_BER03,6,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,15.0,3.4,0,1.0,0.0,0.0,0.0,0,0,10,41,6,17.0,17.0,10.428571428571429
2025-10-07,S010,SKU_BER03,7,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,15.0,1.7,0,1.0,0.0,0.0,0.0,1,0,10,41,7,8.0,11.0,10.285714285714286
2025-10-08,S010,SKU_BER03,9,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,18.1,0.5,0,1.0,0.0,0.0,0.0,2,0,10,41,8,12.0,17.0,9.857142857142858
2025-10-09,S010,SKU_BER03,15,2.36,0,Berries,5,2.360316556334566,London,Extra,Medium,17.2,0.0,0,1.0,0.0,0.0,0.0,3,0,10,41,9,14.0,15.0,10.0
